work_date,hours,cost,employee_id,employee_name,role,hourly_rate,branch_code,branch_name,currency
2024-04-19,4.67,146.12,3SC-DTN-E003,Employee 003,Shift Lead,31.29,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-19,7.43,187.09,3SC-DTN-E004,Employee 004,Shift Lead,25.18,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-19,4.02,86.07,3SC-MAL-E007,Employee 007,Barista,21.41,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-19,6.69,152.47,3SC-MAL-E011,Employee 011,Cashier,22.79,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-19,7.38,161.33,3SC-MAL-E012,Employee 012,Cashier,21.86,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-20,5.2,130.68,3SC-DTN-E001,Employee 001,Barista,25.13,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-20,4.18,83.01,3SC-DTN-E005,Employee 005,Cashier,19.86,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-20,7.88,182.66,3SC-DTN-E006,Employee 006,Cashier,23.18,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-20,4.11,106.57,3SC-MAL-E008,Employee 008,Barista,25.93,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-20,5.13,157.03,3SC-MAL-E010,Employee 010,Shift Lead,30.61,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-20,7.03,160.21,3SC-MAL-E011,Employee 011,Cashier,22.79,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-20,7.93,173.35,3SC-MAL-E012,Employee 012,Cashier,21.86,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-21,8.24,177.9,3SC-DTN-E002,Employee 002,Barista,21.59,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-21,8.82,275.98,3SC-DTN-E003,Employee 003,Shift Lead,31.29,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-21,4.34,109.28,3SC-DTN-E004,Employee 004,Shift Lead,25.18,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-21,5.92,117.57,3SC-DTN-E005,Employee 005,Cashier,19.86,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-21,5.22,121.0,3SC-DTN-E006,Employee 006,Cashier,23.18,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-21,8.38,179.42,3SC-MAL-E007,Employee 007,Barista,21.41,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-21,7.08,183.58,3SC-MAL-E008,Employee 008,Barista,25.93,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-21,5.09,155.8,3SC-MAL-E010,Employee 010,Shift Lead,30.61,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-21,8.56,195.08,3SC-MAL-E011,Employee 011,Cashier,22.79,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-21,6.86,149.96,3SC-MAL-E012,Employee 012,Cashier,21.86,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-22,6.56,205.26,3SC-DTN-E003,Employee 003,Shift Lead,31.29,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-22,8.99,226.37,3SC-DTN-E004,Employee 004,Shift Lead,25.18,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-22,8.19,162.65,3SC-DTN-E005,Employee 005,Cashier,19.86,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-22,4.05,93.88,3SC-DTN-E006,Employee 006,Cashier,23.18,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-22,5.01,107.26,3SC-MAL-E007,Employee 007,Barista,21.41,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-22,6.36,164.91,3SC-MAL-E008,Employee 008,Barista,25.93,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-22,4.77,147.77,3SC-MAL-E009,Employee 009,Shift Lead,30.98,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-22,5.89,180.29,3SC-MAL-E010,Employee 010,Shift Lead,30.61,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-22,4.38,99.82,3SC-MAL-E011,Employee 011,Cashier,22.79,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-23,8.49,213.35,3SC-DTN-E001,Employee 001,Barista,25.13,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-23,8.82,275.98,3SC-DTN-E003,Employee 003,Shift Lead,31.29,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-23,7.07,178.02,3SC-DTN-E004,Employee 004,Shift Lead,25.18,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-23,6.16,122.34,3SC-DTN-E005,Employee 005,Cashier,19.86,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-23,4.92,114.05,3SC-DTN-E006,Employee 006,Cashier,23.18,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-23,8.98,192.26,3SC-MAL-E007,Employee 007,Barista,21.41,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-23,8.51,263.64,3SC-MAL-E009,Employee 009,Shift Lead,30.98,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-23,8.81,269.67,3SC-MAL-E010,Employee 010,Shift Lead,30.61,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-23,5.41,123.29,3SC-MAL-E011,Employee 011,Cashier,22.79,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-23,8.96,195.87,3SC-MAL-E012,Employee 012,Cashier,21.86,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-24,8.76,189.13,3SC-DTN-E002,Employee 002,Barista,21.59,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-24,6.34,198.38,3SC-DTN-E003,Employee 003,Shift Lead,31.29,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-24,5.82,115.59,3SC-DTN-E005,Employee 005,Cashier,19.86,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-24,5.52,118.18,3SC-MAL-E007,Employee 007,Barista,21.41,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-24,4.51,139.72,3SC-MAL-E009,Employee 009,Shift Lead,30.98,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-24,8.05,246.41,3SC-MAL-E010,Employee 010,Shift Lead,30.61,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-24,8.84,201.46,3SC-MAL-E011,Employee 011,Cashier,22.79,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-24,9.0,196.74,3SC-MAL-E012,Employee 012,Cashier,21.86,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-25,6.03,151.53,3SC-DTN-E001,Employee 001,Barista,25.13,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-25,8.94,193.01,3SC-DTN-E002,Employee 002,Barista,21.59,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-25,7.92,199.43,3SC-DTN-E004,Employee 004,Shift Lead,25.18,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-25,8.53,169.41,3SC-DTN-E005,Employee 005,Cashier,19.86,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-25,6.25,133.81,3SC-MAL-E007,Employee 007,Barista,21.41,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-25,5.71,148.06,3SC-MAL-E008,Employee 008,Barista,25.93,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-25,4.47,138.48,3SC-MAL-E009,Employee 009,Shift Lead,30.98,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-25,5.01,109.52,3SC-MAL-E012,Employee 012,Cashier,21.86,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-26,5.78,145.25,3SC-DTN-E001,Employee 001,Barista,25.13,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-26,7.1,153.29,3SC-DTN-E002,Employee 002,Barista,21.59,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-26,4.77,149.25,3SC-DTN-E003,Employee 003,Shift Lead,31.29,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-26,6.75,169.97,3SC-DTN-E004,Employee 004,Shift Lead,25.18,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-26,5.77,114.59,3SC-DTN-E005,Employee 005,Cashier,19.86,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-26,5.7,132.13,3SC-DTN-E006,Employee 006,Cashier,23.18,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-26,4.61,98.7,3SC-MAL-E007,Employee 007,Barista,21.41,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-26,5.5,142.62,3SC-MAL-E008,Employee 008,Barista,25.93,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-26,6.72,208.19,3SC-MAL-E009,Employee 009,Shift Lead,30.98,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-26,4.16,127.34,3SC-MAL-E010,Employee 010,Shift Lead,30.61,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-26,4.12,93.89,3SC-MAL-E011,Employee 011,Cashier,22.79,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-27,5.62,141.23,3SC-DTN-E001,Employee 001,Barista,25.13,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-27,4.14,129.54,3SC-DTN-E003,Employee 003,Shift Lead,31.29,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-27,4.46,112.3,3SC-DTN-E004,Employee 004,Shift Lead,25.18,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-27,7.37,146.37,3SC-DTN-E005,Employee 005,Cashier,19.86,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-27,7.39,158.22,3SC-MAL-E007,Employee 007,Barista,21.41,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-27,4.43,100.96,3SC-MAL-E011,Employee 011,Cashier,22.79,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-28,6.74,210.89,3SC-DTN-E003,Employee 003,Shift Lead,31.29,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-28,5.61,111.41,3SC-DTN-E005,Employee 005,Cashier,19.86,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-28,8.48,196.57,3SC-DTN-E006,Employee 006,Cashier,23.18,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-28,6.16,190.84,3SC-MAL-E009,Employee 009,Shift Lead,30.98,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-29,6.95,174.65,3SC-DTN-E001,Employee 001,Barista,25.13,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-29,4.98,107.52,3SC-DTN-E002,Employee 002,Barista,21.59,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-29,5.43,136.73,3SC-DTN-E004,Employee 004,Shift Lead,25.18,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-29,4.54,105.24,3SC-DTN-E006,Employee 006,Cashier,23.18,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-29,6.53,169.32,3SC-MAL-E008,Employee 008,Barista,25.93,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-29,7.91,245.05,3SC-MAL-E009,Employee 009,Shift Lead,30.98,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-29,8.26,252.84,3SC-MAL-E010,Employee 010,Shift Lead,30.61,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-29,8.81,200.78,3SC-MAL-E011,Employee 011,Cashier,22.79,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-29,7.51,164.17,3SC-MAL-E012,Employee 012,Cashier,21.86,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-30,8.01,172.94,3SC-DTN-E002,Employee 002,Barista,21.59,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-30,6.02,119.56,3SC-DTN-E005,Employee 005,Cashier,19.86,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-30,7.74,179.41,3SC-DTN-E006,Employee 006,Cashier,23.18,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-04-30,6.11,130.82,3SC-MAL-E007,Employee 007,Barista,21.41,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-30,4.5,116.69,3SC-MAL-E008,Employee 008,Barista,25.93,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-30,4.41,134.99,3SC-MAL-E010,Employee 010,Shift Lead,30.61,3SC-MAL,3 Star Coffee - Mall,SAR
2024-04-30,7.42,162.2,3SC-MAL-E012,Employee 012,Cashier,21.86,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-01,8.44,212.1,3SC-DTN-E001,Employee 001,Barista,25.13,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-01,8.58,268.47,3SC-DTN-E003,Employee 003,Shift Lead,31.29,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-01,5.92,149.07,3SC-DTN-E004,Employee 004,Shift Lead,25.18,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-01,5.5,109.23,3SC-DTN-E005,Employee 005,Cashier,19.86,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-01,7.54,161.43,3SC-MAL-E007,Employee 007,Barista,21.41,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-01,4.06,105.28,3SC-MAL-E008,Employee 008,Barista,25.93,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-01,6.33,196.1,3SC-MAL-E009,Employee 009,Shift Lead,30.98,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-01,4.93,150.91,3SC-MAL-E010,Employee 010,Shift Lead,30.61,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-01,5.64,128.54,3SC-MAL-E011,Employee 011,Cashier,22.79,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-01,5.04,110.17,3SC-MAL-E012,Employee 012,Cashier,21.86,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-02,7.3,183.45,3SC-DTN-E001,Employee 001,Barista,25.13,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-02,6.68,144.22,3SC-DTN-E002,Employee 002,Barista,21.59,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-02,5.39,168.65,3SC-DTN-E003,Employee 003,Shift Lead,31.29,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-02,6.49,128.89,3SC-DTN-E005,Employee 005,Cashier,19.86,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-02,7.05,182.81,3SC-MAL-E008,Employee 008,Barista,25.93,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-02,4.72,146.23,3SC-MAL-E009,Employee 009,Shift Lead,30.98,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-02,4.53,138.66,3SC-MAL-E010,Employee 010,Shift Lead,30.61,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-02,8.81,200.78,3SC-MAL-E011,Employee 011,Cashier,22.79,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-02,7.81,170.73,3SC-MAL-E012,Employee 012,Cashier,21.86,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-03,5.48,137.71,3SC-DTN-E001,Employee 001,Barista,25.13,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-03,7.27,156.96,3SC-DTN-E002,Employee 002,Barista,21.59,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-03,7.45,172.69,3SC-DTN-E006,Employee 006,Cashier,23.18,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-03,5.13,133.02,3SC-MAL-E008,Employee 008,Barista,25.93,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-03,6.56,203.23,3SC-MAL-E009,Employee 009,Shift Lead,30.98,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-03,7.05,215.8,3SC-MAL-E010,Employee 010,Shift Lead,30.61,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-03,5.44,123.98,3SC-MAL-E011,Employee 011,Cashier,22.79,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-03,4.16,90.94,3SC-MAL-E012,Employee 012,Cashier,21.86,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-04,4.81,103.85,3SC-DTN-E002,Employee 002,Barista,21.59,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-04,8.07,252.51,3SC-DTN-E003,Employee 003,Shift Lead,31.29,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-04,6.15,154.86,3SC-DTN-E004,Employee 004,Shift Lead,25.18,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-04,8.88,230.26,3SC-MAL-E008,Employee 008,Barista,25.93,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-04,5.27,163.26,3SC-MAL-E009,Employee 009,Shift Lead,30.98,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-05,7.32,183.95,3SC-DTN-E001,Employee 001,Barista,25.13,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-05,7.28,157.18,3SC-DTN-E002,Employee 002,Barista,21.59,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-05,5.11,128.67,3SC-DTN-E004,Employee 004,Shift Lead,25.18,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-05,7.35,145.97,3SC-DTN-E005,Employee 005,Cashier,19.86,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-05,7.59,162.5,3SC-MAL-E007,Employee 007,Barista,21.41,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-05,6.89,178.66,3SC-MAL-E008,Employee 008,Barista,25.93,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-05,5.36,117.17,3SC-MAL-E012,Employee 012,Cashier,21.86,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-06,8.25,207.32,3SC-DTN-E001,Employee 001,Barista,25.13,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-06,7.19,155.23,3SC-DTN-E002,Employee 002,Barista,21.59,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-06,8.18,162.45,3SC-DTN-E005,Employee 005,Cashier,19.86,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-06,4.42,102.46,3SC-DTN-E006,Employee 006,Cashier,23.18,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-06,5.77,149.62,3SC-MAL-E008,Employee 008,Barista,25.93,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-06,5.05,154.58,3SC-MAL-E010,Employee 010,Shift Lead,30.61,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-06,5.41,123.29,3SC-MAL-E011,Employee 011,Cashier,22.79,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-06,7.79,170.29,3SC-MAL-E012,Employee 012,Cashier,21.86,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-07,6.0,129.54,3SC-DTN-E002,Employee 002,Barista,21.59,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-07,5.54,139.5,3SC-DTN-E004,Employee 004,Shift Lead,25.18,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-07,4.45,103.15,3SC-DTN-E006,Employee 006,Cashier,23.18,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-07,7.16,153.3,3SC-MAL-E007,Employee 007,Barista,21.41,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-07,7.8,202.25,3SC-MAL-E008,Employee 008,Barista,25.93,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-07,8.67,268.6,3SC-MAL-E009,Employee 009,Shift Lead,30.98,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-07,8.58,262.63,3SC-MAL-E010,Employee 010,Shift Lead,30.61,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-07,4.14,94.35,3SC-MAL-E011,Employee 011,Cashier,22.79,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-07,5.23,114.33,3SC-MAL-E012,Employee 012,Cashier,21.86,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-08,5.27,113.78,3SC-DTN-E002,Employee 002,Barista,21.59,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-08,8.69,271.91,3SC-DTN-E003,Employee 003,Shift Lead,31.29,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-08,5.77,145.29,3SC-DTN-E004,Employee 004,Shift Lead,25.18,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-08,5.68,112.8,3SC-DTN-E005,Employee 005,Cashier,19.86,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-08,4.95,114.74,3SC-DTN-E006,Employee 006,Cashier,23.18,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-08,4.33,92.71,3SC-MAL-E007,Employee 007,Barista,21.41,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-08,8.83,228.96,3SC-MAL-E008,Employee 008,Barista,25.93,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-08,8.03,248.77,3SC-MAL-E009,Employee 009,Shift Lead,30.98,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-08,4.87,149.07,3SC-MAL-E010,Employee 010,Shift Lead,30.61,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-08,4.67,106.43,3SC-MAL-E011,Employee 011,Cashier,22.79,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-08,7.46,163.08,3SC-MAL-E012,Employee 012,Cashier,21.86,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-09,8.14,204.56,3SC-DTN-E001,Employee 001,Barista,25.13,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-09,7.93,199.68,3SC-DTN-E004,Employee 004,Shift Lead,25.18,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-09,8.66,171.99,3SC-DTN-E005,Employee 005,Cashier,19.86,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-09,6.67,154.61,3SC-DTN-E006,Employee 006,Cashier,23.18,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-09,8.3,177.7,3SC-MAL-E007,Employee 007,Barista,21.41,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-09,5.52,171.01,3SC-MAL-E009,Employee 009,Shift Lead,30.98,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-09,5.56,170.19,3SC-MAL-E010,Employee 010,Shift Lead,30.61,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-09,8.51,193.94,3SC-MAL-E011,Employee 011,Cashier,22.79,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-10,5.0,107.95,3SC-DTN-E002,Employee 002,Barista,21.59,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-10,4.48,140.18,3SC-DTN-E003,Employee 003,Shift Lead,31.29,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-10,8.59,216.3,3SC-DTN-E004,Employee 004,Shift Lead,25.18,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-10,5.96,118.37,3SC-DTN-E005,Employee 005,Cashier,19.86,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-10,5.09,117.99,3SC-DTN-E006,Employee 006,Cashier,23.18,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-10,7.18,153.72,3SC-MAL-E007,Employee 007,Barista,21.41,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-10,5.16,133.8,3SC-MAL-E008,Employee 008,Barista,25.93,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-10,4.69,145.3,3SC-MAL-E009,Employee 009,Shift Lead,30.98,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-10,8.3,254.06,3SC-MAL-E010,Employee 010,Shift Lead,30.61,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-10,4.04,88.31,3SC-MAL-E012,Employee 012,Cashier,21.86,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-11,8.92,224.16,3SC-DTN-E001,Employee 001,Barista,25.13,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-11,4.27,133.61,3SC-DTN-E003,Employee 003,Shift Lead,31.29,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-11,8.32,165.24,3SC-DTN-E005,Employee 005,Cashier,19.86,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-11,8.89,206.07,3SC-DTN-E006,Employee 006,Cashier,23.18,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-11,8.4,217.81,3SC-MAL-E008,Employee 008,Barista,25.93,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-11,4.49,139.1,3SC-MAL-E009,Employee 009,Shift Lead,30.98,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-11,8.49,193.49,3SC-MAL-E011,Employee 011,Cashier,22.79,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-12,7.18,155.02,3SC-DTN-E002,Employee 002,Barista,21.59,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-12,6.81,171.48,3SC-DTN-E004,Employee 004,Shift Lead,25.18,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-12,7.2,142.99,3SC-DTN-E005,Employee 005,Cashier,19.86,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-12,8.96,207.69,3SC-DTN-E006,Employee 006,Cashier,23.18,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-12,8.93,191.19,3SC-MAL-E007,Employee 007,Barista,21.41,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-12,4.16,107.87,3SC-MAL-E008,Employee 008,Barista,25.93,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-12,4.64,143.75,3SC-MAL-E009,Employee 009,Shift Lead,30.98,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-12,5.57,170.5,3SC-MAL-E010,Employee 010,Shift Lead,30.61,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-12,4.6,100.56,3SC-MAL-E012,Employee 012,Cashier,21.86,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-13,8.19,256.27,3SC-DTN-E003,Employee 003,Shift Lead,31.29,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-13,6.53,129.69,3SC-DTN-E005,Employee 005,Cashier,19.86,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-13,7.56,161.86,3SC-MAL-E007,Employee 007,Barista,21.41,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-13,6.51,201.68,3SC-MAL-E009,Employee 009,Shift Lead,30.98,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-13,8.36,255.9,3SC-MAL-E010,Employee 010,Shift Lead,30.61,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-13,5.7,129.9,3SC-MAL-E011,Employee 011,Cashier,22.79,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-13,4.53,99.03,3SC-MAL-E012,Employee 012,Cashier,21.86,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-14,6.43,161.59,3SC-DTN-E001,Employee 001,Barista,25.13,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-14,7.51,162.14,3SC-DTN-E002,Employee 002,Barista,21.59,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-14,8.82,275.98,3SC-DTN-E003,Employee 003,Shift Lead,31.29,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-14,8.7,172.78,3SC-DTN-E005,Employee 005,Cashier,19.86,3SC-DTN,3 Star Coffee - Downtown,SAR
2024-05-14,4.27,91.42,3SC-MAL-E007,Employee 007,Barista,21.41,3SC-MAL,3 Star Coffee - Mall,SAR
2024-05-14,8.95,277.27,3SC-MAL-E009,Employee 009,Shift Lead,30.98,3SC-MAL,3 Star Coffee - Mall,SAR
